file_name,caption_1,caption_2,caption_3,caption_4,caption_5,final_caption,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
1 man running on pavement.wav,A man was running across the wooden floor.,"""At the same time a bed is hitting the wall, a soft moan is in the background.""",Shoes are running on pavement at the same pace.,"""Shoes slap rhythmically against the pavement, in a pattern.""",Vibrant footsteps of a person running at speed.,"A person is running, accompanied by the sound of people talking and vehicles driving.",,,,,,,,,,,
crumpling paper.wav,A cellophane bag is noisily crumpled as it is torn open.,A person crunching a potato chip bag and eating,A person holding and crinkling a bunch of paper.,A person is crinkling a bunch of paper.,someone tearing open and crumpling a cellophane bag,A person holding and crinkling a bunch of paper.,,,,,,,,,,,
static_weather_report.wav,A radio is playing a scratchy sounding broadcast.,A person is speaking on a radio channel that has a lot of static interference.,"The radio broadcasts a person speaking, and it sounds scratchy.",A person is speaking in a radio broadcast.,A person is speaking on a radio channel that has lots of static interference.,A person is speaking on a radio channel that has a lot of static interference.,,,,,,,,,,,
STE-027FIRE.wav,A person walking through grass while a campfire burns and a person speaks over an intercom.,A voice speaks over an intercom and leaves crunch under footsteps.,Phones vocalizes as leaves are around beneath someone walking.,Leaves are brushed as a loud radio speaker announcer is audible and people chat.,"""While a campfire burns and a person speaks over an intercom, a person is walking through grass.""","A person walks across the grass as a campfire burns, while someone speaks over a walkie-talkie. Then voices and laughter can be heard.",,,,,,,,,,,
Coloane_HacsaBeach_Forest_birds_low.wav,Birds are chirping while cars drive by on the freeway overpass.,Birds chirp while cars drive past on the freeway overpass.,It is raining and cars are passing while birds chirp.,Waves are crashing loudly while birds chirp in the background.,Waves are crashing while birds chirp in the background.,Waves are crashing while birds chirp in the background.,,,,,,,,,,,
Goin wee wee.wav,A person noisily uses and then flushes a toilet.,"""Someone first noisily uses, then flushes a toilet.""",Someone urinated into the water closet and flushed it,Someone was urinating into the toilet with water and then flushed it.,Water slowly drips before moving into large splashes before a giant flush.,Someone was urinating into the toilet with water and then flushed it.,,,,,,,,,,,
Tea kettle boiling whistling.wav,A tea kettle has finished boiling and is making a whistle noise.,"A tea kettle is whistling with increasing intensity, then the whistling begins to diminish.",An old style kettle with a whistle mechanism is sounding before it is turned off.,"The tea kettle whistled, as the water inside was boiling.",The tea pot is emitting hot steam and ready to make some tea to drink.,"The water in the teapot came to a boil, and the whistling grew louder and louder, then began to fade.",,,,,,,,,,,
Machetes sliding 2.wav,A pair of swords are being clanged one against the other.,A pair of swords being clanged against each other.,Metal is clashing with another object several times,Two metal items are being banged and rubbed together.,Two metal items being banged and rubbed together,A pair of swords are being clanged one against the other.,,,,,,,,,,,
End Summer forest NL 140825-0383.wav,Birds are chirping and a bump occurs from a vehicle passing by.,"Birds are chirping, while it is windy and then some crows caw.",Birds chirp in the background as a woodpecker knocks a tree.,"Out in nature, birds are singing while a person is knocking softly on wood with a tool.",The birds are chirping and a bump occurs from a vehicle passing by.,The birds are chirping and a bump occurs from a vehicle passing by.,,,,,,,,,,,
Rushing_Water_No_Traffic.wav,Rain is coming down every and the wind is very loud,The rain is pouring down while the wind is blowing very loud.,The wind blows steadily while rain falls to the ground.,The wind is blowing steadily while rain falls onto the ground.,Water is pouring over a hard surface and water is trickling against another hard surface in the foreground.,The sound of a very large flow of water,,,,,,,,,,,
Bicycle_Bell.wav,A bicycle bell is rung as someone talks in the background,A bell of a bike is ringing as it rides down the street.,A person is repetitively ringing the bell on a bicycle.,The bicycle bell is rung as someone talks in the background,a person is ringing the bell of a bicycle repetitively,A person kept ringing the bicycle bell.,,,,,,,,,,,
Town Sounds Birds Car 2.wav,A vehicle approached and left as the birds chirped in the background.,A vehicle approached and left while the birds chirped in the background.,Birds are chirping and cars are driving past down a highway.,Vehicles are passing by and birds are chirping,birds are singing as cars are passing by.,"Vehicles kept approaching and departing, with birds chirping in the background.",,,,,,,,,,,
London Evening Roof Top (Pimlico).wav,A nearby vehicle is driving off to the distance.,"As a car revs up its motor, soft thunder is in the distance.",Soft thunder is in the distance as a car revs up its motor.,Vehicles are passing by and people are speaking to each other while the wind blows.,Vehicles pass by and people speak among themselves while the wind blows.,"Vehicles and motorcycles came and went, people chatted with one another, and the wind blew gently.",,,,,,,,,,,
Gate open and close.wav,A door creaks while it is being opened and closed.,A door is opened and closed while creaking throughout.,"A person is moving around on a wooden object, causing it to creak.",Someone opening and looking through a filing cabinet.,The woman in the office just opened the filing cabinet and is looking through it.,"A door creaked open and shut, with a man and a woman talking in the background.",,,,,,,,,,,
Collob church bells 2.wav,A church bell rings consistently and echoes around.,A clock tower bell chimes loudly for multiple times at a steady rate.,A loud clock tower bell chimes multiple times at a steady state,A single church bell constantly rings and echoes across the whole town.,"""Church bells are ringing loudly and repetitively, over and over again.""", A church bell rings consistently and echoes around.,,,,,,,,,,,
bike walking.wav,A bicycle is being ridden past a crowd of people on the sidewalk.,A bicycle slowly rides by a group of people chatting.,People are chatting as a bicycle slowly pedals by.,The machine rumbles to a stop while the voices of the crowd grow louder.,a bicycle being ridden past a crowd of people on the sidewalk,The scene opens with the sound of a dog barking. A bicycle slowly rides past a group of people chatting. Laughter is heard at the end.,,,,,,,,,,,
Door Handle and Lock.wav,A clip clopping of a horse and crunching back and forth.,"""A gun is loaded, then loaded by hand some more.""","""A person fumbles with the metal latch of a box, opening and closing it repeatedly.""",Someone is assembling something with metal pieces and then locks it into place.,Someone is assembling something with metal pieces and then locks it swiftly into place.,"A person awkwardly fiddled with the door, opening and closing it repeatedly.",,,,,,,,,,,
Nordbahnhof_Fussmarsch auf Kies_20100702.wav,A person is walking down a gravel path at a steady pace.,A person walking down a gravel path at a steady pace.,A person walks through gravel and cars drive by in the distance.,"A person walks while birds chirp, someone moves about pieces of wood, and cars pass by.",Footsteps are walking along a gravel path while the wind rises.,"A person was walking steadily along the gravel road, birds chirping, and cars passing in the distance.",,,,,,,,,,,
Lunch Box Open and Close.wav,"A person fiddles with an audio device, shuffling, clicking, and snapping noises resonating over time.",A person uses a hard grinding and mixing tool repetitively.,"During a gathering, plastic container lids are being snapped on and off.",Lids of plastic containers are being snapped on and off.,Someone is pounding using a heavy tool and a bowl repetitively,The plastic container's lid clicked on and off.,,,,,,,,,,,
Index Card Flips (handle business paper mvmt) 02.wav,A person is shuffling playing cards out of a deck and laying them down on the table.,Folded papers are flipped in a steady rhythm.,Someone flips through the pages of a book methodically and slowly,"Someone flips, methodically and slowly, through the pages of a book.",Someone is flipping playing cards out of a deck and laying them down on the table.,The pages turned at a steady rhythm.,,,,,,,,,,,
Fiaker.wav,A horse gallops past another horse on a hard exterior.,"Horses are trotting through the area at a steady pace, approaching and passing.",Several horses are galloping on a hard surface.,Two horses pulling two carts approach and pass by.,a few horses are galloping on a hard pavement,"Two horses pulled two carriages as they approached and then passed by, with vehicles moving in the background.",,,,,,,,,,,
metal plate striking wall.wav,A bird chirps and a metal bucket clangs as it hits against another object.,A ladder is adjusted and adjusted again and clangs against a hard surface.,A ladder is adjusted and adjusted again and it clangs against a hard surface.,A loud banging occurs from a metal object on another object consistently.,Birds sing and a metal bucket clangs as it strikes another object.,"A loud, persistent clanging sound emanates from the collision of a metal object against another object, accompanied by faint bird chirping in the background.",,,,,,,,,,,
crowd  sm conf rm  jumbled conversations 2.wav,A lot of people talking to each other in a room,A lot of people were in one place carrying on many different conversations.,Several loud conversations are going on in a small space.,a crowded room with many people having different conversations,lots of people in one place carrying on many different conversations,"A crowd gathers in one place, engaged in various conversations, with faint footsteps in the background.",,,,,,,,,,,
chicken_freesound.wav,A chicken is clucking and flapping its wings,A chicken is clucking and flapping its wings loudly.,A chicken is clucking while flapping its wings loudly.,A chicken is flapping its wings as it clucks.,"""In different pitches, chickens cluck at each other repetitively.""","The chickens clucked incessantly at each other in different tones. Finally, the chicken flapped its wings loudly.",,,,,,,,,,,
Tools .wav,A person rifles clanging through a set of metallic tools.,A set of metallic tools clangs as a person rifles through it.,Mechanical parts clink and clang around in a pile while a person sorts them out.,"""Small objects, some metal and some not, being shuffled around in a drawer.""","""Small objects, including some that are metallic, being shuffled around in a drawer.""",A set of metallic tools clangs as a person rifles through it.,,,,,,,,,,,
Single Thunder Clap.wav,It is raining and thunder is going off,"Rain falling and thunder roaring , then no thunder, then more thunder.",Rain hits the surface below as thunder roars overhead.,Rain is falling as thunder roars in intervals.,it is been raining all morning with heavy rain and lightning,"The rain kept falling, thunder rumbled intermittently, with birds chirping in the background.",,,,,,,,,,,
Shower Running 02.wav,A tap is flowing with the water running on to a hard surface and some item is cleaned under it.,An item is being cleaned with the water running from a tap onto a hard surface.,Rain falls and water runs off a roof to the ground.,Some water is trickling down on to the ground.,this sound has a pipe water to open and flood in the wash base sound that is it,A tap is flowing with the water running on to a hard surface and some item is cleaned under it.,,,,,,,,,,,
TrainAcrossThePark_.wav,A bell is being hit at a constant rate and a train so coming on by.,A bell is sounding constantly as the train is coming by.,Metal pipes or pieces clanking together in an outdoor area with cars driving nearby.,The bell at the train station rings loudly as the train approaches.,"a train crossing signal, train approaches and goes past, birds sing","As the train passed by, the bell rang continuously, with birds chirping in the background.",,,,,,,,,,,
recycling center 2.wav,"A loud motor is running in the background, while there is the sound of a vehicle backing up.","A tractor engine starts, and another tractor beeps.",An engine is running when something moved and it started beeping.,Lots of random noise and rattling of a thin metal.,"a motor is running in the background, then the sound of a vehicle backing up.","The engine idles, accompanied by numerous random noises and the clanging of thin metal nearby, culminating in a rhythmic beeping sound.",,,,,,,,,,,
coffe_machine.wav,"""A vending machine is brewing, preparing and pouring out a drink for the customer.""",An axe is chopping wood and in the background a saw buzzes.,Someone is vacuuming the floor and picking up some larger pieces of something.,"""The vending machine brews, prepares and pours the drink of the customer.""",someone making coffee or a similar drink with a piece of kitchen equipment,"A vending machine is brewing, preparing and pouring out a drink for the customer.",,,,,,,,,,,
121006_rain&amp;storm.wav,"""As thunder claps far in the distance, the rain pours down.""",Rain pours down and thunder claps far in the distance.,Substantial rain and wind are pouring and spouting around and thunder is available.,The rain falls down the thunder is rumbling as someone is pounding and a car passes.,"""The rain falls down while someone is pounding, a car passes by and the thunder is rumbling""",The persistent sound of rain accompanied by thunder,,,,,,,,,,,
PS3F_FOZ_Vila yolanda_grilo_noite.wav,Crickets make audible noises and animals howl in the distance.,Crickets were chirping and frogs were croaking in the background.,Insects are chirping as the slight wind blows.,Insects are chirping with slight wind in the background.,Several crickets and insects make noises next to a road that has cars driving by.,"The chirping of crickets and the croaking of frogs filled the background, while distant animal howls echoed in the distance.",,,,,,,,,,,
dripping.wav,A faucet is dripping into a sink with a rumbling in the background.,A faucet is dripping into a sink with a rumbling noise running through the pipes in the background.,A layer of liquid catches additional liquid dripping into it in short spurts.,Liquid drips in short spurts onto a layer of liquid.,Liquid is sprayed into a container several times.,A faucet is dripping into a sink with a rumbling in the background.,,,,,,,,,,,
Plastic Drawer Open and Close.wav,A drawer is being repeatedly opened and closed.,A person sitting in a chair and moving it back and forth.,Somebody is opening and closing a drawer multiple times,Someone is opening and closing a drawer repeatedly.,Someone opening a drawer and closing it repeatedly.,The drawer was repeatedly opened and closed.,,,,,,,,,,,
City ambience light traffic man running by.wav,A multitude of vehicles pass prior to the footsteps of a jogger,Cars driving along a busy street with birds chirping in the background.,Road traffic with multiple vehicles driving by followed by footsteps running by.,"Several cars drive by a point, and all are driving at nearly the same speed.",Traffic passing nearby and a bird chirping in the distance.,"Several vehicles passed by on the road, followed by the sound of running footsteps, with birds chirping in the background.",,,,,,,,,,,
ae_39_st.wav,"A generator starts up, slows down, and then starts up again.",A motor slowly revving up and clanking against itself then winding back down.,"A motors revs slowly, clanks, then winds down.","An engine starts up, slows down, then speeds up again.",An engine started slowing and then picked up again,"The motor slowly accelerated with a clicking sound, then slowed down again, accompanied by the sound of an alarm in the background.",,,,,,,,,,,
background(bar or pub).wav,A group of people are in a room talking.,A lot of people are talking in a room,A multitude of men and women are speaking and giggling audibly.,Group of people chatting and laughing to each other,Several men and women are talking and laughing loudly .,Several men and women are talking and laughing loudly .,,,,,,,,,,,
metro_inside.wav,A busy underground train and a voice towards the end.,A voice announces something in a subway station,Engines hum in the background continuously and then someone says something over a speaker in a large room.,"In a subway station, a voice announces something.",Wind and road noise along with a voice.,The crowded subway train finally echoed with the voice of an announcer.,,,,,,,,,,,
Hammer and nail.wav,"A hammer is striking a hard object, creating loud bangs.",A person hammering a nail into wooden board indoors.,A person hitting a hollow bucket with a stick taking momentary pauses.,A person is hitting a hollow bucket with a stick and taking momentary pauses.,Someone is using a wooden object to strike another object.,A person is hammering a nail into a wooden board or other surface.,,,,,,,,,,,
20061214.wrench.02.wav,A person is making a cranking sound with a wrench.,A person is using a wrench and making a cranking sound.,A small gear box of a bicycle spins around the gears.,"""Socket wrench, ratchet being spun backwards multiple times.""",The ratchet is being turned backwards multiple times.,"Socket wrench, ratchet being spun backwards multiple times.",,,,,,,,,,,
Raindrops.wav,The water is trickling off the waterfall as the cars go down the busy highway.,Water flows at a constant rate and drips while it rains.,Water is flowing and dripping constantly while it rains,Water is splashing onto a surface causing a trickling and gurgling.,"Water is splashing onto a surface, and trickling and gurgling are occurring.","When it rains, water keeps flowing and dripping.",,,,,,,,,,,
Car Sounds.wav,A person enters a car and drives away.,A person opening and then closing a car door and then driving off.,"A vehicle door opens and closes, then the engine is turned on and the vehicle drives off.","Someone getting into a car, starting it, then driving off slowly.","Someone is getting into a car, starts it, then drives off slowly.","The door opened and closed, then the engine started, and the vehicle drove away.",,,,,,,,,,,
book handling.wav,A book being open and flipped through and then slammed shut.,Pages of a book are turned individually and then multiple at time until the book is closed.,Pages of a book are turned individually and then multiple pages at time until the book is closed.,Somebody is flipping through the pages of a book.,Someone is flipping through the pages of a book.,Pages of a book are turned individually and then multiple at time until the book is closed.,,,,,,,,,,,
Spring.wav,A bunch of water flowed down a creek and over a waterfall babbling as it moved.,A bunch of water flowing down a creek and over a waterfall babbling as it moves.,A water feature is in operation with significant volumes of water flowing from it.,A water feature is in operation with significant volumes of water flowing from the holes.,Water drips evenly from the fountain and runs over rocks.,A bunch of water flowed down a creek and over a waterfall babbling as it moved.,,,,,,,,,,,
dog drinking Water.wav,A canine is in the kitchen lapping up water from a bowl.,A dog drinking water from a bowl in the kitchen.,"A dog is lapping up water, then starts lapping it up faster.","A dog starts lapping up water more slowly, but then starts doing it faster.",Liquid is being stirred and someone is breathing nearby.,"A dog is licking water, then begins to lick faster, accompanied by the sound of its breathing.",,,,,,,,,,,
Oie 01.wav,A duck vigorously squeaking and anther duck joined it.,A goose cawing and stressing its voice and getting a response from other geese.,A bird is squawking and then it breathes hard.,The bird is making a sound and someone is running towards the bird,The goose honked loudly and the other geese cawed a response.,"One duck quacked loudly, prompting another to quack in response, while voices chattered in the background.",,,,,,,,,,,
AMB_Supermarket_BCN.wav,A cashier at a grocery store scanning items.,A grocery store clerk is scanning some items of food.,A grocery store clerk scanning some items of food.,A scanner beeps as items are being run along it.,"""At a grocery store, a cashier is scanning items.""","The grocery store cashier was scanning items as voices chatted, singing could be heard in the distance, and a child's cry echoed.",,,,,,,,,,,
pots and pans.wav,A metallic pot is scraped in a clanging manner.,A person is banging pots and pans around.,A spoon knocks gently against a metal tin can.,Against a tin can a spoon gently knocks,The metal pot clanks as it is scraped.,Someone is banging on pots and pans.,,,,,,,,,,,
5am_voegel_abudhabi_park.wav,A cricket chirping while birds chirp in the background.,A cricket chirps in the foreground while birds are chirping in the background.,"A loud, heavy wind blows steadily in the background while crickets and birds are chirping.",Outdoor noise with birds chirping and communicating with each other.,"While crickets and birds are chirping, a loud and heavy wind blows steadily in the background.","Crickets chirping, birds chirping in the background, the sound of vehicles driving by.",,,,,,,,,,,
CuttingCarrot.wav,A person chopping and cutting vegetables on a cutting board.,A person is chopping and cutting vegetables on a cutting board.,A person slices vegetables on a cutting board with a knife.,Carrots are being sliced on a wooden cutting board.,Someone is cutting up carrots on a wooden cutting board.,Someone is cutting up carrots on a wooden cutting board.,,,,,,,,,,,
air bubbles on the surface of the water.wav,Bubbles percolating and popping as a liquid boils.,Bubbles percolating and popping on the surface of a liquid.,Water dripping from a faucet at a fast pace,Water is dripping from a faucet at a quick pace.,"""While a person takes breaths, water is moving and striking something over and over again.""",Bubbles percolating and popping on the surface of a liquid.,,,,,,,,,,,
Breaking Glass .wav,"""A person shatters multiple glass objects, and then bangs on things.""","""Breaking glass, maybe a bottle, eight pieces of window or a conservatory with repetitive strikes on the glass objective""",Plates break loudly as they are dropped to the floor.,The tinkling glass sounds after bottles are thrown and broken.,the sound of glass breaking and falling onto the floor,"A person shatters multiple glass objects, and then bangs on things.",,,,,,,,,,,
Poppenweiler_Baechle mit Amsel 02_20100704.wav,A stream of water flowing and birds chirping in the background.,A stream of water flowing while birds chirp in the background.,"Water bubbles loudly, while birds chirp and sing in the background.",Water flows steadily as a bird happily chirps in the background.,Water flows steadily while a bird happily chirps in the background.,"The water flows gently, birds chirping in the background.",,,,,,,,,,,
countdownandcheer_02.wav,"""A group of people chant, then set off fireworks.""","""A group of people chant, then shoot fireworks.""",A group of people chanting and then setting off fireworks.,"""after chanting for ten seconds, a group of revelers set off their fireworks.""",sound of many people chanting until the ignition of a fireworks display.,"A crowd of revelers cheered for ten seconds amid shouts and laughter, culminating in a fireworks display.",,,,,,,,,,,
20090425.nightingales.wav,A bird is loudly chirping continuously in the morning.,A gentle breeze blows as birds tweet and chatter.,Birds tweet and chatter while a gentle breeze is blowing.,The bird continuously chirps loudly in the early hours of the morning.,"lots of birds around with distinct whistling, then one bird whistles and others pass and whistling continues",A gentle breeze blows as birds tweet and chatter.,,,,,,,,,,,
engine_spin_up.wav,A drill is being turned up as the video goes on.,A drill with a bit is running at a fast speed.,"An engine gradually accelerates louder, going higher and higher in pitch as it speeds up.","An engine gradually accelerates, going higher and higher in pitch",The loud whine of a jet engine comes closer before parking.,"As the engine speed increases, the engine noise gradually grows louder, and the pitch becomes higher and higher.",,,,,,,,,,,
zipper.wav,A long zipper is tested by being repeatedly pulling it back and forth.,A zipper is being opened and closed quickly.,Someone is rapidly zipping and unzipping a zipper.,a really long zipper is being pulled and tested back and forth,a zipper being opened and closed at varying speeds,a zipper being opened and closed at varying speeds,,,,,,,,,,,
Jurassic Ark.wav,Animals are making noises and the sound is being distorted by modulation.,Animals chatter and the wave lengths are modulated.,Various birds call back and forth to one another in a forest,Wolves and other animals are howling and an other animal yells in the distance.,Wolves and other animals are howling and an other animal yells.,Animals are making noises and the sound is being distorted by modulation.,,,,,,,,,,,
Washing Dishes2.wav,A metal container is drained of all its liquids,A person washing dishes at a sink with water dripping out of a faucet.,An person is stirring a pot on the stove with a wooden spoon.,Drops of water splashing across a surface as metal objects are rearranged.,Water is dripping in a sink and dishes being moved about during dish washing.,Water is dripping in a sink and dishes being moved about during dish washing.,,,,,,,,,,,
Footsteps_Walking Boot_Muddy Puddles-Water-Squelch.wav,A person walks through crunching leaves and splashing water.,"Heavy feet cause sloshing as they move forward, displacing water.","Walking through shallow water kicking, splashing, kicking the water",Walking through shallow water while kicking and splashing the water,someone briskly walks through crunching leaves and splashing water,"Walking on pebbles in shallow water, kicking water, splashing water, stamping feet",,,,,,,,,,,
thunder boom.wav,A machine is running and then slowly coming to a stop.,A storm rolling in the middle of the night.,"""The machine runs, then slowly comes to a stop.""","""Thunder claps and then fades, after which rain falls and splashes.""","""Thunder strikes and then fades away, leaving just the rain in its wake.""",Thunder strikes and then fades away.,,,,,,,,,,,
Rain on open window.wav,Pops and crackles are being emitted from a piece of machinery.,"Sprinkle, jingle and shingle of rain drops against an surface.","Sprinkle, jingle and shingle of rain drops hitting against a surface.",The rain falls to the ground in a steady fashion.,The rain is steadily falling to the ground,"Raindrops fell onto the surface, making a tinkling, rustling sound.",,,,,,,,,,,
20100422.light.my.fire.wav,A piece of metal is being heated by machine fire and shaped,Moving and tacking a hard object on a board making a noise.,Tapping followed by silence and then two more taps.,"Tapping is first followed by silence, then by two more taps.",Wood makes popping noises as a fire burns and crackles.,"Wood makes popping noises as a fire burns and crackles.
",,,,,,,,,,,
AMB_Int_Rain_Auto_001.wav,"""A wagon is being driven by a bunch of horses, with their hoofs clanging on the ground.""","""In a hard container, hard objects are rolling around.""",Loud heavy rain falling onto the roof of a vehicle or a porch.,"""Loud, heavy rain falls onto the roof of a vehicle or a porch.""",Someone is hitting and playing with a drum,Loud heavy rain falling onto the roof of a vehicle or a porch.,,,,,,,,,,,
Gas Oven.wav,A person adjusting a gas flame and tinkering in the background.,A person is adjusting a gas flame and tinkering in the background.,A gas torch is ignited with a matchstick.,Someone has turned on the gas on a gas canister and then switched the ignition key to light it.,"""Someone has turned on the gas, and switched on the ignition key to light it.""",Someone has turned on the gas on a gas canister and then switched the ignition key to light it.,,,,,,,,,,,
MetalScraping.wav,A knife is making a squeaking sound while it is sharpened.,A knife is slid across a sharpener before being set down.,A knife runs across a sharpener and then the knife is set down.,A metallic object slowly chinking against another object.,A metallic object slowly clinks against another object.,The repetitive scraping sound of metal,,,,,,,,,,,
Drumming on a wine glass.wav,A man is speaking as another taps against a glass constantly.,A man speaks and a person taps against a glass constantly.,A man talks and then beats his spoon against his mug repeatedly in a rhythmical pattern.,A man talks before beating his spoon against his mug repeatedly in a musically percussion pattern.,A person talking and tapping a beat on a drinking glass.,A man talks and then beats his spoon against his mug repeatedly in a rhythmical pattern.,,,,,,,,,,,
outro-dia-mais.wav,"""Alarm beeping slowly and then beeping at a faster rate, alarm then turned off.""","""An alarm clock rings slowly then fast, while bed sheets rustle and a person turns off the alarm.""",An alarm is beeping and wakes up somebody who shuts it off.,An alarm slowly chimes and then speeds up before it is suddenly turned off.,The beeping of an alarm and someone wakes up to turn it off.,"An alarm clock rings slowly then fast, while bed sheets rustle and a person turns off the alarm.",,,,,,,,,,,
bathtub drain.wav,A person is in a shower with water running over them.,The faucet is shut off after water is poured onto a hard surface.,"The water was running all over them, while the person was in a shower.",Water is dripping in to a sink or tub at a steady rate.,Water is drips into a container at a steady rate.,Water is dripping steadily into the sink or bathtub.,,,,,,,,,,,
"a gentle breeze, wind 4.wav",In a quiet environment the wind is blowing,The wind is blowing in a quiet environment,The wind is blowing on the sea in the distance.,Thunder rumbling in the sky stops as a breeze blows,Wind blows atop the sea in the far distance., The wind is blowing in a quiet environment.,,,,,,,,,,,
Bic pen handling noises.wav,A person picks up a pencil and drops it.,A person picks up and drops a pencil repeatedly,A person picks up and then drops a pencil repeatedly.,"A small, hard object being picked up repeatedly and dropped onto another hard surface.","A small, hard object being picked up repeatedly and is dropped onto another hard surface.","A person picks up a pen, repeatedly tossing it down and picking it up again.",,,,,,,,,,,
Running Water Into Metal Sink Basin.wav,A person is filling a bucket with water.,Someone is filling up a bucket with water.,The water is running from a faucet into a container.,Water running down the drain of a sink.,water is running through a sink or drain.,Water flows from the faucet into the container.,,,,,,,,,,,
twohoundsbarking.wav,An agitated pair of dogs bark at each other.,Dogs are consistently barking at regular intervals at an average pitch.,Dogs bark at a medium pace and pitch nearly constantly.,Several different dogs are barking in close proximity to each other.,Several different dogs barking in close proximity to each other., An agitated pair of dogs bark at each other.,,,,,,,,,,,
31 hn_door4.wav,A door creaking as it opens and shuts.,A door creaks as it opens and shuts.,A door is creaking back and forth because of the wind.,A door is creaking back and forth in the wind.,Strong wind blows open and closed a creaky door.,The door creaked and swayed back and forth in the wind.,,,,,,,,,,,
smoking in car.wav,A person trying to use a lighter multiple times to light a cigarette and then inhaling and coughing.,After the lighter clicks and lights the cigarette the man coughs.,"""Someone starts a lighter, lights a cigarette, takes a breath from the cigarette, and then coughs.""","""Striking the lighter, she lit the cigarette, pulled and began to cough.""",The person tried a few times to light the cigarette with a lighter and he inhales and coughs.,"Someone starts a lighter, lights a cigarette, takes a breath from the cigarette, and then coughs.",,,,,,,,,,,
spoon tapping glass.wav,An object crashes into another object and a ringing sound fills the air.,As a wine glass was being hit several times it produced notes in several pitches .,The repeated tapping on the glass container causes it to ring.,"""The tapping of silverware on a glass, as if it was an event.""","""a glass being tapped repeatedly in a fast motion, in different octaves""",The repeated tapping on the glass container causes it to ring.,,,,,,,,,,,
Packaging Paper Pen Scribble.wav,Somebody writing and making a tapping noise in the foreground.,Someone is writing and then lays ink pen down.,Someone rubs and a tapping sound is audible in the foreground.,Someone writes for a while and then sets down their pen.,Something boils against a backdrop of chopping and stirring,Someone is writing and then lays pen down.,,,,,,,,,,,
sweeping .wav,Footsteps as someone mops a floor and rings out the cleaning instrument.,"Footsteps thump, followed by a metallic bang, further footsteps and wood banging.","Someone hit a plastic case on his hand, the person walked and then hit the case on a hard surface.",footsteps as someone mops a floor and rings something,"footsteps, metal bangs briefly, more footsteps, then banging on wood","Someone was sweeping or mopping the floor, then the sound of a script came through, followed by some kind of tapping noise.",,,,,,,,,,,
quick writing with pencil on paper.wav,A person scribbles furiously on a piece of paper.,A person scribbles on a piece of paper with much fury,A person that is scribbling on paper with a marker.,Someone is scribbling frantically on a piece of card at various speeds with a marker pen.,With their marker someone scribbles frantically and at alternating speeds across a card,Quickly write or draw on paper with a pencil,,,,,,,,,,,
djf_burps.wav,A child burps five times and another child laughs.,A child burps five times while another child laughs.,A child is burping repeatedly while another child laughs nearby.,"""The child burps twice, coughs, burps again, then giggles.""",Two burps a cough followed by two burps a cough followed by burps then a child is laughing.,"The child burps twice, coughs, burps again, then giggles.",,,,,,,,,,,
austin_ambience02.wav,Birds are chirping in the background while an owl is hooting.,Birds chirping in the background with an owl hooting.,"Water is flowing, birds are singing and voices in the background.",water falls heavily with great force in the wind with the screaming of animals,"water flowing, birds singing and voices in the background","In the background, birds chirped, owls hooted, and human voices could be heard.",,,,,,,,,,,
window_cleaning.wav,A couple of persons are playing on adjacent sides of a window using their fingers to make sounds.,A person cleans a window until it squeaks and another person plays a musical horn several times,A person is wiping down a window and it squeaks and someone blows a musical horn a few times.,"""Two people are playing on either side of a glass pane, making noises with their fingers.""",cleaning a house or car glass windows squeaking,"A person was cleaning the window, which creaked as they worked. Two people were talking through the window.",,,,,,,,,,,
hail on car.wav,"Balls of hail are hitting a hard, metallic object during a storm.",Balls of hail hitting a hard metallic object during a storm.,Hail and rain are coming down on the roof of a car.,Hail and rain coming down on the roof of a car.,The hail is loud as it hits the porch and the roof.,Hail and rain are pelting down on the car's roof.,,,,,,,,,,,
Noise Monster 7.wav,"""Animals are roaring, growling and snoring repeatedly with some sound effects applied to the noises.""","""Mechanical grunting, breathing and roaring with an echo.""","""Mechanical grunting, breathing and roaring with some echo.""",The loud beast snarls and roars at various times.,some sort of large animal roaring and growling,some sort of large animal roaring and growling,,,,,,,,,,,
Crickets&amp;Quail.wav,Crickets and insects making sounds at night next to a road with traffic sounds.,The hum of traffic on a nearby road is accompanied by the chirp and buzz of crickets and insects.,The repetitive pattern of insects chirping repeats over and over again.,The slow chirping of crickets as night falls upon the land.,"With an owl, insects are making noises in the night.",The traffic noise from nearby roads mingled with the chirping and buzzing of crickets and insects.,,,,,,,,,,,
safe.wav,A person is alternating between latching and opening a door.,In the distance metal is randomly banging against another hard surface consistently.,Metal clanks and squeaks back and forth followed by a crash.,"""Metal clanks and squeaks back and forth, then a crash follows.""",Someone opening and closing a latch on a door.,Someone opening and closing a latch on a door.,,,,,,,,,,,
atmo_kenting_national_park.wav,A bird whistles out a tune while cicadas chirp.,"Bird noises, wildlife sounds and the roar of traffic from a freeway full of vehicles in the distance.",Several birds chirping while crickets are also in the area chirping.,There are sounds of birds and wildlife as the traffic roars from the freeway with vehicle sounds in the distance.,various types of birds are chirping and it is windy,"Birds whistled, cicadas chirped, and the distant roar of vehicles echoed in the air.",,,,,,,,,,,
